_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
007.992510	+48.302029	007.992510	+48.302029	00315820+4818073	16.102	0.086	15.723	0.130	15.464	0.166	ABC	222	111	000	0	0
007.996368	+48.304279	007.996368	+48.304279	00315912+4818154	14.231	0.030	13.908	0.033	13.746	0.036	AAA	222	111	000	0	0
007.979436	+48.283806	007.979436	+48.283806	00315506+4817017	15.000	0.040	14.546	0.050	14.413	0.063	AAA	222	111	000	0	0
007.995882	+48.296223	007.995882	+48.296223	00315901+4817464	12.643	0.021	12.045	0.021	11.964	0.022	AAA	222	111	000	0	0
007.989737	+48.288940	007.989737	+48.288940	00315753+4817201	15.472	0.055	14.754	0.050	14.502	0.071	AAA	222	111	000	0	0
007.987861	+48.291767	007.987861	+48.291767	00315708+4817303	15.998	0.074	15.581	0.099	15.670	0.183	AAC	222	111	000	0	0
007.977831	+48.292744	007.977831	+48.292744	00315467+4817338	14.476	0.031	14.041	0.035	13.945	0.043	AAA	222	111	000	0	0
007.983215	+48.297764	007.983215	+48.297764	00315597+4817519	15.755	0.063	15.520	0.100	15.605	0.178	AAC	222	111	000	0	0
008.008491	+48.298740	008.008491	+48.298740	00320203+4817554	12.606	0.021	12.309	0.023	12.216	0.022	AAA	222	111	000	0	0
008.011783	+48.289070	008.011783	+48.289070	00320282+4817206	16.817	0.160	16.173	0.182	15.633		CCU	220	110	000	0	0
008.002415	+48.294289	008.002415	+48.294289	00320057+4817394	16.266	0.097	15.850	0.131	15.823	0.225	ABD	222	111	000	0	0
008.001626	+48.284348	008.001626	+48.284348	00320039+4817036	16.321	0.100	15.782	0.124	15.356	0.142	ABB	222	111	000	0	0
008.034399	+48.283737	008.034399	+48.283737	00320825+4817014	16.622	0.133	16.223	0.184	15.686	0.203	BCC	222	111	000	0	0
008.056022	+48.284729	008.056022	+48.284729	00321344+4817050	14.895	0.036	14.557	0.045	14.299	0.065	AAA	222	111	000	0	0
008.058718	+48.292885	008.058718	+48.292885	00321409+4817343	14.951	0.036	14.525	0.053	14.429	0.068	AAA	222	111	000	0	0
008.023881	+48.296753	008.023881	+48.296753	00320573+4817483	14.384	0.030	13.999	0.033	13.954	0.044	AAA	222	111	000	0	0
008.040480	+48.294018	008.040480	+48.294018	00320971+4817384	16.866	0.168	15.772	0.124	15.375		CBU	220	110	000	0	0
008.017628	+48.298370	008.017628	+48.298370	00320423+4817541	16.128	0.089	15.582	0.101	15.826	0.218	AAD	222	111	000	0	0
008.040325	+48.290684	008.040325	+48.290684	00320967+4817264	15.931	0.068	15.663	0.115	15.165	0.128	ABB	222	111	000	0	0
008.017534	+48.308971	008.017534	+48.308971	00320420+4818322	15.186	0.040	14.935	0.066	14.762	0.084	AAA	222	111	000	0	0
008.061696	+48.298710	008.061696	+48.298710	00321480+4817553	16.251	0.094	15.545	0.092	15.536	0.161	AAC	222	111	000	0	0
008.001187	+48.312248	008.001187	+48.312248	00320028+4818440	13.498	0.022	13.160	0.027	13.145	0.027	AAA	222	111	000	0	0
008.068024	+48.293255	008.068024	+48.293255	00321632+4817357	16.667	0.143	16.519	0.252	17.311		BDU	220	110	000	0	0
008.079647	+48.299538	008.079647	+48.299538	00321911+4817583	15.826	0.069	15.241	0.082	14.925	0.103	AAA	222	111	000	0	0
008.119038	+48.296375	008.119038	+48.296375	00322856+4817469	15.934	0.078	15.768	0.126	15.571	0.174	ABC	222	111	000	0	0
008.116806	+48.286739	008.116806	+48.286739	00322803+4817122	16.624	0.128	16.083	0.161	16.595		BCU	220	110	000	0	0
008.122338	+48.286743	008.122338	+48.286743	00322936+4817122	16.242	0.091	15.655	0.115	15.562	0.167	ABC	222	111	000	0	0
008.087301	+48.309551	008.087301	+48.309551	00322095+4818343	14.922	0.032	14.505	0.051	14.323	0.056	AAA	222	111	000	0	0
008.123266	+48.306232	008.123266	+48.306232	00322958+4818224	14.938	0.038	14.616	0.055	14.534	0.070	AAA	222	111	000	0	0
008.102708	+48.283787	008.102708	+48.283787	00322464+4817016	14.336	0.029	13.882	0.035	13.731	0.038	AAA	222	111	000	0	0
008.086704	+48.303223	008.086704	+48.303223	00322080+4818116	11.915	0.021	11.616	0.023	11.523	0.020	AAA	222	111	000	0	0
008.081935	+48.300758	008.081935	+48.300758	00321966+4818027	15.808		15.478		15.431	0.153	UUB	662	002	00c	0	0
008.067461	+48.302658	008.067461	+48.302658	00321619+4818095	16.992	0.182	16.402	0.211	15.508	0.163	CDC	222	111	000	0	0
008.067571	+48.310673	008.067571	+48.310673	00321621+4818384	16.256		15.989	0.152	15.337	0.160	UBC	022	011	000	0	0
008.076217	+48.307598	008.076217	+48.307598	00321829+4818273	16.482	0.110	15.941	0.150	15.691		BBU	220	110	000	0	0
008.081238	+48.301491	008.081238	+48.301491	00321949+4818053	15.484		15.320		15.279	0.161	UUC	662	002	00c	0	0
008.086361	+48.292484	008.086361	+48.292484	00322072+4817329	15.927	0.073	15.738	0.122	15.449	0.155	ABB	222	111	000	0	0
008.082573	+48.312275	008.082573	+48.312275	00321981+4818441	15.688		15.683	0.151	14.680		UBU	020	010	000	0	0
008.160740	+48.288685	008.160740	+48.288685	00323857+4817192	15.876	0.070	15.361	0.085	15.028	0.104	AAA	222	111	000	0	0
008.142141	+48.309376	008.142141	+48.309376	00323411+4818337	15.162	0.040	14.372	0.041	14.193	0.054	AAA	222	111	000	0	0
008.177570	+48.304092	008.177570	+48.304092	00324261+4818147	13.346	0.023	12.805	0.023	12.677	0.026	AAA	222	111	000	0	0
008.142010	+48.293312	008.142010	+48.293312	00323408+4817359	15.392	0.045	15.067	0.063	15.087	0.115	AAB	222	111	000	0	0
008.244811	+48.289307	008.244811	+48.289307	00325875+4817215	14.257	0.029	13.984	0.034	13.832	0.040	AAA	222	111	000	0	0
008.204396	+48.300488	008.204396	+48.300488	00324905+4818017	16.355	0.102	15.843	0.128	15.705	0.184	ABC	222	111	000	0	0
008.241198	+48.283169	008.241198	+48.283169	00325788+4816594	15.685	0.061	15.252	0.084	15.094	0.110	AAB	222	111	000	0	0
008.211901	+48.304371	008.211901	+48.304371	00325085+4818157	14.870	0.037	14.475	0.055	14.339	0.059	AAA	222	111	000	0	0
008.247697	+48.311981	008.247697	+48.311981	00325944+4818431	16.802	0.167	15.989		15.555	0.163	CUC	202	101	000	0	0
008.193768	+48.294270	008.193768	+48.294270	00324650+4817393	16.495	0.113	16.321	0.191	15.828	0.193	BCC	222	111	000	0	0
008.245058	+48.306843	008.245058	+48.306843	00325881+4818246	16.431	0.100	15.939	0.134	15.646	0.185	ABC	222	111	000	0	0
008.233630	+48.312252	008.233630	+48.312252	00325607+4818441	16.241	0.088	15.827	0.128	15.656	0.190	ABC	222	111	000	0	0
008.218774	+48.304558	008.218774	+48.304558	00325250+4818164	13.599	0.024	12.974	0.024	12.786	0.024	AAA	222	111	000	0	0
008.218031	+48.310970	008.218031	+48.310970	00325232+4818394	16.635	0.133	16.015	0.152	15.040		BCU	220	110	000	0	0
008.281109	+48.293049	008.281109	+48.293049	00330746+4817349	16.821	0.156	15.810	0.127	15.796	0.200	CBC	222	111	000	0	0
008.296522	+48.296066	008.296522	+48.296066	00331116+4817458	16.479	0.114	16.204	0.180	16.294		BCU	220	110	000	0	0
008.293193	+48.306026	008.293193	+48.306026	00331036+4818216	15.887	0.070	15.501	0.093	15.608	0.181	AAC	222	111	000	0	0
008.256731	+48.292274	008.256731	+48.292274	00330161+4817321	16.728	0.137	16.050	0.161	15.621	0.186	BCC	222	111	000	0	0
008.250389	+48.291821	008.250389	+48.291821	00330009+4817305	14.258	0.027	13.834	0.037	13.694	0.037	AAA	222	111	000	0	0
008.305185	+48.295551	008.305185	+48.295551	00331324+4817439	14.665	0.029	14.324	0.045	14.195	0.046	AAA	222	111	000	0	0
008.290568	+48.303097	008.290568	+48.303097	00330973+4818111	15.758	0.058	15.178	0.075	14.977	0.101	AAA	222	111	000	0	0
008.278696	+48.284389	008.278696	+48.284389	00330688+4817038	16.593	0.126	16.025	0.144	15.775	0.206	BCC	222	111	000	0	0
008.288970	+48.310566	008.288970	+48.310566	00330935+4818380	15.696	0.075	14.860	0.087	14.539	0.089	AAA	222	111	000	0	0
008.310951	+48.310902	008.310951	+48.310902	00331462+4818392	15.277	0.050	15.041	0.064	14.624	0.071	AAA	222	111	000	0	0
008.270314	+48.299583	008.270314	+48.299583	00330487+4817584	15.777	0.062	15.295	0.088	15.349	0.131	AAB	222	111	000	0	0
008.279820	+48.294735	008.279820	+48.294735	00330715+4817410	16.539	0.120	15.978	0.167	15.412	0.174	BCC	222	111	000	0	0
008.311505	+48.301605	008.311505	+48.301605	00331476+4818057	16.707	0.144	17.325		15.684		BUU	200	100	000	0	0
008.278394	+48.289310	008.278394	+48.289310	00330681+4817215	14.835	0.037	14.475	0.042	14.342	0.061	AAA	222	111	000	0	0
008.289568	+48.312008	008.289568	+48.312008	00330949+4818432	16.595	0.151	16.154	0.215	15.585	0.195	BCC	222	111	0c0	0	0
008.276475	+48.294086	008.276475	+48.294086	00330635+4817387	16.609	0.121	16.074		15.560		BUU	200	100	000	0	0
008.344092	+48.295624	008.344092	+48.295624	00332258+4817442	14.662	0.037	14.258	0.044	14.065	0.051	AAA	222	121	0c0	0	0
008.343881	+48.294369	008.343881	+48.294369	00332253+4817397	16.651	0.128	16.100	0.152	15.855	0.213	BCD	222	121	ccc	0	0
008.334797	+48.290138	008.334797	+48.290138	00332035+4817244	15.230	0.047	14.793	0.051	14.724	0.073	AAA	222	111	000	0	0
008.314814	+48.288250	008.314814	+48.288250	00331555+4817177	15.427	0.044	14.889	0.064	14.547	0.072	AAA	222	111	000	0	0
008.362685	+48.290462	008.362685	+48.290462	00332704+4817256	15.654	0.055	15.284	0.084	15.074	0.108	AAA	222	111	000	0	0
008.330076	+48.309563	008.330076	+48.309563	00331921+4818344	16.442	0.117	16.118	0.157	15.635		BCU	220	110	000	0	0
008.371611	+48.287766	008.371611	+48.287766	00332918+4817159	15.216	0.039	14.592	0.047	14.474	0.065	AAA	222	111	000	0	0
008.437063	+48.308987	008.437063	+48.308987	00334489+4818323	15.728	0.063	15.449	0.089	15.687	0.200	AAC	222	111	000	0	0
008.437256	+48.302513	008.437256	+48.302513	00334494+4818090	15.612	0.059	15.145	0.080	15.066	0.121	AAB	222	111	000	0	0
008.434881	+48.300095	008.434881	+48.300095	00334437+4818003	15.979	0.076	15.443	0.093	15.198	0.126	AAB	222	111	000	0	0
008.419523	+48.298203	008.419523	+48.298203	00334068+4817535	15.885	0.069	15.412	0.083	14.927	0.101	AAA	222	111	000	0	0
008.424808	+48.301823	008.424808	+48.301823	00334195+4818065	14.521	0.034	14.113	0.038	14.006	0.042	AAA	222	111	000	0	0
008.412625	+48.286629	008.412625	+48.286629	00333903+4817118	16.068	0.079	15.876	0.135	15.539	0.161	ABC	222	111	000	0	0
008.386061	+48.297169	008.386061	+48.297169	00333265+4817498	12.237	0.023	11.718	0.021	11.568	0.017	AAA	222	111	000	0	0
008.418293	+48.301895	008.418293	+48.301895	00334039+4818068	12.886	0.022	12.827	0.024	12.746	0.024	AAA	222	111	000	0	0
008.416426	+48.302738	008.416426	+48.302738	00333994+4818098	16.689	0.146	14.776		15.083		BUU	200	100	c00	0	0
008.388943	+48.303955	008.388943	+48.303955	00333334+4818142	16.523	0.114	15.721	0.111	15.641	0.187	BBC	222	111	000	0	0
008.496519	+48.308670	008.496519	+48.308670	00335916+4818312	15.429	0.049	15.158	0.070	15.114	0.112	AAB	222	111	000	0	0
008.454765	+48.289108	008.454765	+48.289108	00334914+4817207	15.614	0.055	15.130	0.074	14.769	0.093	AAA	222	111	000	0	0
008.478569	+48.309734	008.478569	+48.309734	00335485+4818350	16.229	0.086	15.670	0.109	15.414	0.146	ABB	222	111	000	0	0
008.474966	+48.303024	008.474966	+48.303024	00335399+4818108	16.115	0.080	15.417	0.092	15.711	0.181	AAC	222	111	000	0	0
008.487399	+48.288334	008.487399	+48.288334	00335697+4817180	16.018	0.084	15.222	0.079	15.256	0.116	AAB	222	111	000	0	0
008.483471	+48.288395	008.483471	+48.288395	00335603+4817182	13.885	0.024	13.429	0.029	13.360	0.031	AAA	222	111	000	0	0
008.493698	+48.296257	008.493698	+48.296257	00335848+4817465	15.872	0.070	15.156	0.077	15.193	0.132	AAB	222	111	000	0	0
008.465733	+48.292892	008.465733	+48.292892	00335177+4817344	16.718	0.142	16.146	0.161	16.226	0.292	BCD	222	111	000	0	0
008.499451	+48.292023	008.499451	+48.292023	00335986+4817312	16.814	0.143	16.025	0.148	15.801	0.224	BBD	222	111	000	0	0
008.467050	+48.285362	008.467050	+48.285362	00335209+4817073	16.058	0.080	15.673	0.111	15.666	0.190	ABC	222	111	000	0	0
008.458884	+48.283970	008.458884	+48.283970	00335013+4817022	15.810	0.072	15.686	0.117	15.690	0.202	ABC	222	111	000	0	0
008.467222	+48.312485	008.467222	+48.312485	00335213+4818449	13.496	0.023	13.000	0.027	12.909	0.030	AAA	222	111	000	0	0
008.452293	+48.283344	008.452293	+48.283344	00334855+4817000	16.965	0.188	16.095	0.159	15.367	0.149	CCB	222	111	000	0	0
008.457978	+48.307404	008.457978	+48.307404	00334991+4818266	15.749	0.065	15.263	0.078	14.891	0.100	AAA	222	111	000	0	0
008.452365	+48.304951	008.452365	+48.304951	00334856+4818178	16.138	0.090	15.714	0.115	15.615	0.178	ABC	222	111	000	0	0
008.513174	+48.293232	008.513174	+48.293232	00340316+4817356	15.993	0.080	15.357	0.106	15.413	0.195	ABC	222	111	000	0	0
008.527800	+48.288239	008.527800	+48.288239	00340667+4817176	16.216	0.101	15.824	0.159	15.582		ACU	220	110	000	0	0
008.540284	+48.308128	008.540284	+48.308128	00340966+4818292	16.260	0.100	15.872	0.173	15.383	0.192	ACC	222	111	000	0	0
008.542651	+48.299461	008.542651	+48.299461	00341023+4817580	16.650	0.139	16.168	0.221	15.501		BDU	220	110	000	0	0
008.560283	+48.293472	008.560283	+48.293472	00341446+4817364	14.094	0.028	13.785	0.038	13.757	0.045	AAA	222	111	000	0	0
008.544129	+48.293488	008.544129	+48.293488	00341059+4817365	16.172	0.094	15.980	0.190	16.369		ACU	220	110	000	0	0
008.542461	+48.300861	008.542461	+48.300861	00341019+4818030	16.689	0.150	16.326	0.246	15.742		BDU	220	110	c00	0	0
008.508117	+48.307663	008.508117	+48.307663	00340194+4818275	9.374	0.022	8.561	0.016	8.336	0.016	AAA	212	111	000	0	0
008.505624	+48.305882	008.505624	+48.305882	00340134+4818211	15.795	0.210	15.222	0.279	15.540	0.274	CDD	222	111	ccc	0	0
008.575025	+48.289265	008.575025	+48.289265	00341800+4817213	14.233	0.035	13.837	0.043	13.721	0.047	AAA	222	111	000	0	0
008.565106	+48.284187	008.565106	+48.284187	00341562+4817030	15.080	0.040	14.491	0.063	14.308	0.073	AAA	222	111	000	0	0
008.572789	+48.297867	008.572789	+48.297867	00341746+4817523	15.159	0.044	14.739	0.074	14.683	0.103	AAA	222	111	000	0	0
008.575302	+48.287006	008.575302	+48.287006	00341807+4817132	14.396	0.029	14.043	0.039	13.905	0.062	AAA	222	111	000	0	0
008.592208	+48.290833	008.592208	+48.290833	00342212+4817269	15.561	0.061	14.763	0.066	14.610	0.101	AAA	222	111	000	0	0
008.611618	+48.286846	008.611618	+48.286846	00342678+4817126	14.690	0.033	14.216	0.045	14.008	0.065	AAA	222	111	000	0	0
008.610728	+48.296852	008.610728	+48.296852	00342657+4817486	16.598	0.134	16.001	0.194	15.806		BCU	220	110	000	0	0
008.605727	+48.292957	008.605727	+48.292957	00342537+4817346	14.282	0.027	13.710	0.038	13.461	0.040	AAA	222	111	000	0	0
008.604784	+48.285591	008.604784	+48.285591	00342514+4817081	16.848	0.175	16.142	0.216	15.782	0.278	CDD	222	111	000	0	0
008.612240	+48.284714	008.612240	+48.284714	00342693+4817049	14.758	0.035	14.092	0.046	13.913	0.055	AAA	222	111	000	0	0
008.585741	+48.282681	008.585741	+48.282681	00342057+4816576	16.628	0.149	15.890		16.257		BUU	200	100	000	0	0
008.623958	+48.284454	008.623958	+48.284454	00342974+4817040	12.682	0.022	12.374	0.027	12.281	0.022	AAA	222	111	000	0	0
008.599777	+48.292427	008.599777	+48.292427	00342394+4817327	15.271	0.045	14.941	0.073	14.846	0.120	AAB	222	111	000	0	0
008.589653	+48.309372	008.589653	+48.309372	00342151+4818337	15.677	0.058	14.894	0.075	15.345	0.192	AAC	222	111	000	0	0
008.669433	+48.282707	008.669433	+48.282707	00344066+4816577	12.790	0.023	12.221	0.024	12.107	0.022	AAA	222	111	000	0	0
008.686093	+48.290260	008.686093	+48.290260	00344466+4817249	14.547	0.032	14.270	0.049	14.227	0.070	AAA	222	111	000	0	0
008.667067	+48.299606	008.667067	+48.299606	00344009+4817585	14.623	0.032	13.904	0.035	13.814	0.053	AAA	222	111	000	0	0
008.652895	+48.300251	008.652895	+48.300251	00343669+4818009	15.258	0.053	15.081	0.083	14.784	0.112	AAB	222	111	000	0	0
008.629306	+48.298851	008.629306	+48.298851	00343103+4817558	15.765	0.072	15.118	0.098	15.095	0.150	AAB	222	111	000	0	0
008.671136	+48.300678	008.671136	+48.300678	00344107+4818024	16.332	0.110	15.905	0.188	15.702	0.257	BCD	222	111	000	0	0
008.678988	+48.301792	008.678988	+48.301792	00344295+4818064	15.764	0.071	15.056	0.086	15.217	0.156	AAC	222	111	c00	0	0
008.679835	+48.304775	008.679835	+48.304775	00344316+4818171	16.025	0.089	15.393	0.118	15.285	0.173	ABC	222	111	000	0	0
008.681548	+48.301781	008.681548	+48.301781	00344357+4818064	14.607	0.035	14.202	0.050	13.991	0.057	AAA	222	111	000	0	0
008.683025	+48.304169	008.683025	+48.304169	00344392+4818150	16.714	0.154	16.308		16.697		CUU	200	100	000	0	0
008.648188	+48.286346	008.648188	+48.286346	00343556+4817108	15.864	0.075	15.142	0.083	15.095	0.155	AAB	222	111	000	0	0
008.665820	+48.301094	008.665820	+48.301094	00343979+4818039	15.661	0.062	15.518	0.140	15.180	0.159	ABC	222	111	cc0	0	0
008.661380	+48.308647	008.661380	+48.308647	00343873+4818311	15.576	0.058	15.277	0.105	15.317	0.188	AAC	222	111	000	0	0
008.688774	+48.301548	008.688774	+48.301548	00344530+4818055	16.299	0.104	15.338	0.108	15.404	0.186	ABC	222	111	000	0	0
008.693584	+48.296814	008.693584	+48.296814	00344646+4817485	16.241	0.099	16.034	0.230	15.621	0.221	ADD	222	111	000	0	0
007.976586	+48.359013	007.976586	+48.359013	00315438+4821324	16.541	0.135	16.102	0.147	15.746	0.203	BCC	222	111	000	0	0
007.974509	+48.360622	007.974509	+48.360622	00315388+4821382	16.636	0.144	16.004	0.139	15.727	0.205	BBC	222	111	000	0	0
007.981439	+48.349033	007.981439	+48.349033	00315554+4820565	17.249	0.226	15.939	0.141	15.884	0.225	DBD	222	111	000	0	0
007.975184	+48.371159	007.975184	+48.371159	00315404+4822161	16.556	0.128	16.252	0.192	16.218		BCU	220	110	000	0	0
007.984682	+48.345284	007.984682	+48.345284	00315632+4820430	14.099	0.025	14.011	0.037	13.890	0.039	AAA	222	111	000	0	0
007.999501	+48.368114	007.999501	+48.368114	00315988+4822052	16.109	0.080	15.655	0.112	15.692	0.188	ABC	222	111	000	0	0
007.990832	+48.350647	007.990832	+48.350647	00315779+4821023	15.165	0.040	14.771	0.052	14.695	0.079	AAA	222	111	000	0	0
007.974498	+48.340710	007.974498	+48.340710	00315387+4820265	16.025	0.078	15.704	0.118	15.385	0.138	ABB	222	111	000	0	0
007.972795	+48.321098	007.972795	+48.321098	00315347+4819159	17.096	0.205	16.154	0.188	15.778	0.215	CCC	222	111	000	0	0
007.970747	+48.336563	007.970747	+48.336563	00315297+4820116	14.033	0.030	13.665	0.033	13.539	0.042	AAA	222	111	000	0	0
008.030613	+48.318199	008.030613	+48.318199	00320734+4819055	14.632	0.040	14.335	0.050	14.278	0.071	AAA	222	221	cc0	0	0
008.030535	+48.351463	008.030535	+48.351463	00320732+4821052	16.315	0.100	16.115	0.169	15.651	0.182	ACC	222	111	000	0	0
008.045192	+48.337944	008.045192	+48.337944	00321084+4820165	16.097	0.087	15.819	0.142	15.615	0.182	ABC	222	111	000	0	0
008.034981	+48.336517	008.034981	+48.336517	00320839+4820114	17.012	0.198	16.078	0.159	15.830	0.224	CCD	222	111	000	0	0
008.035668	+48.359524	008.035668	+48.359524	00320856+4821342	16.432	0.116	15.841	0.138	16.787		BBU	220	110	000	0	0
008.038528	+48.315098	008.038528	+48.315098	00320924+4818543	16.692	0.139	15.619	0.108	15.846	0.218	BAD	222	111	000	0	0
008.027245	+48.330315	008.027245	+48.330315	00320653+4819491	13.888	0.026	13.515	0.026	13.431	0.030	AAA	222	111	000	0	0
008.029879	+48.317104	008.029879	+48.317104	00320717+4819015	16.271	0.101	15.968	0.145	15.352	0.149	ABB	222	221	ccc	0	0
008.015547	+48.344818	008.015547	+48.344818	00320373+4820413	15.352	0.048	14.946	0.064	15.064	0.120	AAB	222	111	000	0	0
008.022796	+48.313187	008.022796	+48.313187	00320547+4818474	16.839	0.152	16.351		15.435		CUU	200	100	000	0	0
008.001366	+48.342945	008.001366	+48.342945	00320032+4820346	13.319	0.025	13.015	0.029	12.923	0.024	AAA	222	111	000	0	0
008.001005	+48.341076	008.001005	+48.341076	00320024+4820278	15.064	0.044	14.940	0.065	14.775	0.092	AAA	222	111	cc0	0	0
008.053952	+48.356365	008.053952	+48.356365	00321294+4821229	16.088	0.082	15.458	0.094	14.998	0.103	AAA	222	111	000	0	0
008.007751	+48.359295	008.007751	+48.359295	00320186+4821334	14.622	0.031	14.051	0.034	13.926	0.044	AAA	222	111	000	0	0
008.021783	+48.344311	008.021783	+48.344311	00320522+4820395	13.291	0.026	12.867	0.029	12.800	0.028	AAA	222	111	000	0	0
008.014323	+48.371429	008.014323	+48.371429	00320343+4822171	15.025	0.036	14.701	0.057	14.439	0.061	AAA	222	111	000	0	0
008.016952	+48.353840	008.016952	+48.353840	00320406+4821138	16.297	0.099	15.887	0.145	16.152	0.288	ABD	222	111	000	0	0
008.059109	+48.359406	008.059109	+48.359406	00321418+4821338	15.832	0.071	15.568	0.119	15.273	0.137	ABB	222	111	000	0	0
008.049443	+48.314034	008.049443	+48.314034	00321186+4818505	16.759	0.157	16.073	0.161	15.941	0.247	CCD	222	111	000	0	0
008.053544	+48.366695	008.053544	+48.366695	00321285+4822001	16.579	0.129	15.696	0.121	15.702	0.193	BBC	222	111	000	0	0
008.065596	+48.320076	008.065596	+48.320076	00321574+4819122	16.360	0.099	15.687	0.124	15.913	0.251	ABD	222	111	000	0	0
008.118495	+48.361870	008.118495	+48.361870	00322843+4821427	15.956	0.071	15.252	0.076	14.935	0.102	AAA	222	111	000	0	0
008.116624	+48.324223	008.116624	+48.324223	00322798+4819272	15.578	0.050	15.247	0.081	14.991	0.103	AAA	222	111	000	0	0
008.122564	+48.363976	008.122564	+48.363976	00322941+4821503	15.160	0.038	14.749	0.057	14.668	0.080	AAA	222	111	000	0	0
008.118976	+48.343601	008.118976	+48.343601	00322855+4820369	15.041	0.038	14.676	0.058	14.504	0.068	AAA	222	111	000	0	0
008.104909	+48.320320	008.104909	+48.320320	00322517+4819131	10.349	0.021	9.502	0.023	9.297	0.020	AAA	222	111	000	0	0
008.122861	+48.352455	008.122861	+48.352455	00322948+4821088	12.628	0.021	12.200	0.026	12.066	0.022	AAA	222	111	000	0	0
008.122987	+48.324463	008.122987	+48.324463	00322951+4819280	15.335	0.046	14.590	0.055	14.482	0.070	AAA	222	111	000	0	0
008.105741	+48.344349	008.105741	+48.344349	00322537+4820396	16.734	0.148	16.039	0.172	15.632	0.187	BCC	222	111	000	0	0
008.118177	+48.328560	008.118177	+48.328560	00322836+4819428	14.941	0.039	14.371	0.038	14.047	0.049	AAA	222	111	000	0	0
008.098031	+48.366554	008.098031	+48.366554	00322352+4821595	12.823	0.025	12.419	0.029	12.326	0.024	AAA	222	111	000	0	0
008.097800	+48.324387	008.097800	+48.324387	00322347+4819277	14.524	0.026	14.119	0.035	13.971	0.046	AAA	222	111	000	0	0
008.089694	+48.362434	008.089694	+48.362434	00322152+4821447	16.524	0.121	15.748	0.120	15.567	0.174	BBC	222	111	000	0	0
008.093380	+48.353626	008.093380	+48.353626	00322241+4821130	17.044	0.197	16.156	0.180	15.519	0.179	CCC	222	111	000	0	0
008.071463	+48.325619	008.071463	+48.325619	00321715+4819322	13.415	0.024	13.022	0.026	12.930	0.028	AAA	222	111	000	0	0
008.071498	+48.335125	008.071498	+48.335125	00321715+4820064	17.068	0.205	16.104	0.183	15.661	0.189	CCC	222	111	000	0	0
008.079944	+48.359489	008.079944	+48.359489	00321918+4821341	16.142	0.083	15.632	0.103	15.330	0.151	ABB	222	111	000	0	0
008.092153	+48.339195	008.092153	+48.339195	00322211+4820211	16.018	0.077	15.848	0.133	15.660	0.179	ABC	222	111	000	0	0
008.067932	+48.327946	008.067932	+48.327946	00321630+4819406	16.665	0.139	15.994	0.156	15.838	0.218	BCD	222	111	000	0	0
008.165308	+48.344540	008.165308	+48.344540	00323967+4820403	15.236	0.070	14.381	0.073	14.016	0.069	AAA	222	111	000	0	0
008.162614	+48.359947	008.162614	+48.359947	00323902+4821358	16.243	0.106	15.477	0.104	14.976	0.117	AAB	222	111	000	0	0
008.154658	+48.353413	008.154658	+48.353413	00323711+4821122	16.818	0.153	16.157	0.159	15.930	0.227	BCD	222	111	000	0	0
008.153174	+48.341236	008.153174	+48.341236	00323676+4820284	16.645	0.143	15.965	0.145	15.848	0.228	BBD	222	111	000	0	0
008.164122	+48.316570	008.164122	+48.316570	00323938+4818596	14.293	0.028	13.938	0.038	13.836	0.041	AAA	222	111	000	0	0
008.164163	+48.354031	008.164163	+48.354031	00323939+4821145	16.007	0.084	15.326	0.079	15.382	0.161	AAC	222	111	000	0	0
008.181826	+48.343838	008.181826	+48.343838	00324363+4820378	15.777	0.062	15.621	0.115	15.410	0.153	ABB	222	111	000	0	0
008.167558	+48.329174	008.167558	+48.329174	00324021+4819450	12.470	0.022	12.207	0.021	12.134	0.023	AAA	222	111	000	0	0
008.171930	+48.313278	008.171930	+48.313278	00324126+4818478	14.624	0.028	14.317	0.032	14.145	0.046	AAA	222	111	000	0	0
008.176231	+48.332802	008.176231	+48.332802	00324229+4819580	15.127	0.039	14.496	0.038	14.230	0.053	AAA	222	111	000	0	0
008.178471	+48.357265	008.178471	+48.357265	00324283+4821261	16.013	0.092	15.471	0.100	15.388	0.148	AAB	222	111	000	0	0
008.149086	+48.333763	008.149086	+48.333763	00323578+4820015	15.463		15.451	0.107	15.404	0.161	UAC	622	021	0c0	0	0
008.185272	+48.329895	008.185272	+48.329895	00324446+4819476	14.733	0.042	14.068	0.048	13.892	0.051	AAA	222	111	c00	0	0
008.186083	+48.326702	008.186083	+48.326702	00324465+4819361	11.566	0.022	10.975	0.021	10.821	0.019	AAA	222	111	000	0	0
008.150337	+48.357071	008.150337	+48.357071	00323608+4821254	14.523	0.032	13.809	0.032	13.591	0.032	AAA	222	111	000	0	0
008.148853	+48.353027	008.148853	+48.353027	00323572+4821108	17.023	0.191	16.386	0.218	16.109	0.267	CDD	222	111	000	0	0
008.127930	+48.366367	008.127930	+48.366367	00323070+4821589	14.059	0.025	13.505	0.026	13.389	0.035	AAA	222	111	000	0	0
008.144520	+48.317833	008.144520	+48.317833	00323468+4819041	13.203	0.026	12.924	0.029	12.795	0.030	AAA	222	111	000	0	0
008.140332	+48.368511	008.140332	+48.368511	00323367+4822066	15.461	0.051	15.060	0.069	14.913	0.095	AAA	222	111	000	0	0
