_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
008.293896	+48.509354	008.293896	+48.509354	00331053+4830336	12.837	0.023	12.610	0.024	12.510	0.027	AAA	222	111	000	2	0
008.289119	+48.532669	008.289119	+48.532669	00330938+4831576	16.396	0.111	15.653	0.112	15.464	0.169	BBC	222	111	000	2	0
008.290011	+48.549213	008.290011	+48.549213	00330960+4832571	16.722	0.150	15.949	0.145	15.782	0.211	BBC	222	111	ccc	0	0
008.290648	+48.547775	008.290648	+48.547775	00330975+4832519	14.308	0.029	13.959	0.039	13.826	0.041	AAA	222	111	000	0	0
008.300731	+48.509102	008.300731	+48.509102	00331217+4830327	16.373	0.129	15.717	0.162	14.765		BCU	220	110	000	2	0
008.299422	+48.513462	008.299422	+48.513462	00331186+4830484	16.610	0.124	15.643	0.122	15.228	0.127	BBB	222	111	000	2	0
008.302923	+48.517262	008.302923	+48.517262	00331270+4831021	16.999	0.189	16.235	0.213	15.331	0.144	CCB	222	111	000	2	0
008.260349	+48.556980	008.260349	+48.556980	00330248+4833251	16.986	0.187	16.226	0.193	15.626	0.185	CCC	222	111	000	0	0
008.253976	+48.500973	008.253976	+48.500973	00330095+4830035	15.562	0.050	15.139	0.074	15.018	0.118	AAB	222	111	000	0	0
008.305108	+48.522060	008.305108	+48.522060	00331322+4831194	14.284	0.027	13.957	0.034	13.846	0.037	AAA	222	111	000	2	0
008.304964	+48.555351	008.304964	+48.555351	00331319+4833192	16.433	0.113	15.837	0.137	15.190		BBU	220	110	000	0	0
008.266967	+48.538628	008.266967	+48.538628	00330407+4832190	16.025	0.081	15.323	0.082	15.039	0.109	AAB	222	111	000	0	0
008.302061	+48.533482	008.302061	+48.533482	00331249+4832005	15.742	0.065	15.282	0.086	15.036	0.114	AAB	222	111	000	2	0
008.253656	+48.528702	008.253656	+48.528702	00330087+4831433	16.245	0.093	15.861	0.135	15.366	0.141	ABB	222	111	000	0	0
008.304710	+48.518463	008.304710	+48.518463	00331313+4831064	16.301	0.112	15.460	0.116	15.223	0.150	BBB	222	111	000	2	0
008.301097	+48.519993	008.301097	+48.519993	00331226+4831119	16.773	0.154	16.220	0.195	15.713	0.209	BCC	222	111	000	2	0
008.264007	+48.547558	008.264007	+48.547558	00330336+4832512	16.084	0.080	15.436	0.090	15.045	0.112	AAB	222	111	000	0	0
008.281726	+48.561424	008.281726	+48.561424	00330761+4833411	13.942	0.023	13.701	0.029	13.641	0.042	AAA	222	111	000	0	0
008.282569	+48.521473	008.282569	+48.521473	00330781+4831173	16.363	0.107	15.493	0.099	15.416	0.156	AAC	222	111	000	2	0
008.288056	+48.548813	008.288056	+48.548813	00330913+4832557	16.516	0.115	16.225	0.183	16.055		BCU	220	110	cc0	0	0
008.285852	+48.554382	008.285852	+48.554382	00330860+4833157	16.938	0.163	16.264	0.204	15.897	0.239	CCD	222	111	c00	0	0
008.284770	+48.505653	008.284770	+48.505653	00330834+4830203	16.224	0.101	15.749	0.131	15.645	0.189	ABC	222	111	000	2	0
008.279114	+48.513702	008.279114	+48.513702	00330698+4830493	14.622	0.032	14.329	0.035	14.273	0.055	AAA	222	111	000	2	0
008.281948	+48.553570	008.281948	+48.553570	00330766+4833128	13.880	0.024	13.301	0.027	13.185	0.030	AAA	222	111	000	0	0
008.273384	+48.519241	008.273384	+48.519241	00330561+4831092	16.220	0.096	15.821	0.130	15.347	0.153	ABB	222	111	ccc	2	0
008.273408	+48.516823	008.273408	+48.516823	00330561+4831005	13.249	0.023	12.629	0.023	12.495	0.026	AAA	222	111	000	2	0
008.269927	+48.529564	008.269927	+48.529564	00330478+4831464	15.904	0.079	15.585	0.116	15.520	0.178	ABC	222	111	000	0	0
008.268115	+48.531658	008.268115	+48.531658	00330434+4831539	15.842	0.069	15.051	0.071	14.861	0.095	AAA	222	111	000	0	0
008.288906	+48.540142	008.288906	+48.540142	00330933+4832245	13.172	0.022	12.625	0.024	12.451	0.022	AAA	222	111	000	2	0
008.347436	+48.513023	008.347436	+48.513023	00332338+4830468	16.350	0.124	15.621	0.120	14.893	0.123	BBB	222	111	000	0	0
008.340238	+48.535816	008.340238	+48.535816	00332165+4832089	15.781	0.063	15.575	0.100	15.213	0.118	AAB	222	111	000	0	0
008.347226	+48.559273	008.347226	+48.559273	00332333+4833333	16.864	0.153	16.308	0.191	15.762	0.198	CCC	222	111	000	0	0
008.366467	+48.552952	008.366467	+48.552952	00332795+4833106	13.366	0.023	13.020	0.019	12.935	0.028	AAA	222	111	000	0	0
008.319050	+48.554523	008.319050	+48.554523	00331657+4833162	16.972	0.186	16.381	0.187	15.699	0.191	CCC	222	111	000	0	0
008.358695	+48.524822	008.358695	+48.524822	00332608+4831293	17.150	0.203	16.091	0.161	15.889	0.219	CCD	222	111	000	0	0
008.370172	+48.543114	008.370172	+48.543114	00332884+4832352	14.886	0.032	14.566	0.046	14.468	0.070	AAA	222	111	000	0	0
008.328706	+48.552990	008.328706	+48.552990	00331888+4833107	16.714	0.148	16.511	0.237	15.994		BDU	220	110	000	0	0
008.356514	+48.550350	008.356514	+48.550350	00332556+4833012	15.842	0.067	15.452	0.088	15.281	0.126	AAB	222	111	000	0	0
008.340987	+48.558155	008.340987	+48.558155	00332183+4833293	17.022	0.179	16.177	0.181	16.100	0.286	CCD	222	111	000	0	0
008.369873	+48.503059	008.369873	+48.503059	00332876+4830110	15.679	0.064	14.966	0.068	14.758	0.079	AAA	222	111	000	0	0
008.367070	+48.501980	008.367070	+48.501980	00332809+4830071	16.992	0.184	16.045	0.151	16.012	0.254	CBD	222	111	000	0	0
008.358807	+48.534798	008.358807	+48.534798	00332611+4832052	15.267	0.045	14.785	0.051	14.672	0.075	AAA	222	111	000	0	0
008.369338	+48.547295	008.369338	+48.547295	00332864+4832502	15.520	0.050	14.890	0.060	14.713	0.083	AAA	222	111	000	0	0
008.374855	+48.519863	008.374855	+48.519863	00332996+4831115	12.404	0.022	12.025	0.021	11.928	0.019	AAA	222	111	000	0	0
008.343269	+48.514404	008.343269	+48.514404	00332238+4830518	15.957	0.075	15.552	0.111	15.468	0.154	ABC	222	111	000	2	0
008.327637	+48.529842	008.327637	+48.529842	00331863+4831474	16.217	0.094	15.584	0.107	15.505	0.157	AAC	222	121	ccc	2	0
008.325116	+48.538364	008.325116	+48.538364	00331802+4832181	16.283	0.094	15.585	0.099	15.971	0.259	AAD	222	111	000	2	0
008.346997	+48.543774	008.346997	+48.543774	00332327+4832375	14.925	0.038	14.473	0.041	14.416	0.065	AAA	222	111	000	0	0
008.333337	+48.559513	008.333337	+48.559513	00332000+4833342	14.815	0.035	14.420	0.041	14.262	0.054	AAA	222	111	000	0	0
008.348165	+48.555332	008.348165	+48.555332	00332355+4833191	15.677	0.063	15.393	0.080	15.532	0.150	AAC	222	111	000	0	0
008.348679	+48.512497	008.348679	+48.512497	00332368+4830449	16.805	0.155	15.233		14.385		BUU	200	100	c00	0	0
008.330690	+48.549984	008.330690	+48.549984	00331936+4832599	15.271	0.047	14.764	0.050	14.505	0.064	AAA	222	111	000	0	0
008.325469	+48.529625	008.325469	+48.529625	00331811+4831466	14.345	0.034	13.971	0.044	13.807	0.045	AAA	222	121	0c0	2	0
008.336346	+48.561405	008.336346	+48.561405	00332072+4833410	14.393	0.029	13.801	0.031	13.681	0.036	AAA	222	111	000	0	0
008.329132	+48.541363	008.329132	+48.541363	00331899+4832289	16.522	0.117	15.939	0.135	15.807	0.193	BBC	222	111	000	2	0
008.325288	+48.558804	008.325288	+48.558804	00331806+4833316	16.956	0.167	16.067	0.145	15.703	0.201	CCC	222	111	000	0	0
008.396303	+48.503231	008.396303	+48.503231	00333511+4830116	16.551		16.617		15.378	0.150	UUB	002	001	000	0	0
008.401464	+48.511578	008.401464	+48.511578	00333635+4830416	15.998	0.073	15.670	0.108	15.264	0.132	ABB	222	111	000	0	0
008.379347	+48.519535	008.379347	+48.519535	00333104+4831103	15.659	0.052	15.255	0.075	14.953	0.096	AAA	222	111	c00	0	0
008.395218	+48.553230	008.395218	+48.553230	00333485+4833116	14.772	0.039	14.184	0.040	14.123	0.053	AAA	222	111	000	0	0
008.388840	+48.545475	008.388840	+48.545475	00333332+4832437	16.042	0.073	15.130	0.070	15.118	0.100	AAB	222	111	000	0	0
008.429584	+48.510071	008.429584	+48.510071	00334310+4830362	16.442	0.106	15.707	0.119	15.604	0.180	BBC	222	111	000	0	0
008.389275	+48.528568	008.389275	+48.528568	00333342+4831428	16.462	0.114	15.673	0.112	15.334	0.136	BBB	222	111	000	0	0
008.408757	+48.546707	008.408757	+48.546707	00333810+4832481	14.317	0.031	14.059	0.030	13.959	0.045	AAA	222	111	000	0	0
008.401477	+48.524891	008.401477	+48.524891	00333635+4831296	16.882	0.152	16.522	0.232	16.062		CDU	220	110	000	0	0
008.422283	+48.504711	008.422283	+48.504711	00334134+4830169	14.344	0.029	13.963	0.029	13.889	0.046	AAA	222	111	000	0	0
008.379313	+48.534935	008.379313	+48.534935	00333103+4832057	16.714	0.140	15.959	0.146	15.738	0.204	BBC	222	111	000	0	0
008.391007	+48.540497	008.391007	+48.540497	00333384+4832257	16.972	0.174	16.287	0.198	16.161	0.275	CCD	222	111	000	0	0
008.388223	+48.560020	008.388223	+48.560020	00333317+4833360	16.511	0.111	16.139	0.154	15.556		BCU	220	110	000	0	0
008.414273	+48.556705	008.414273	+48.556705	00333942+4833241	15.163	0.047	14.663	0.064	14.987	0.110	AAB	222	111	000	0	0
008.382134	+48.552731	008.382134	+48.552731	00333171+4833098	16.036	0.073	15.504	0.095	15.152	0.113	AAB	222	111	000	0	0
008.415806	+48.535744	008.415806	+48.535744	00333979+4832086	15.629	0.057	15.011	0.059	14.716	0.078	AAA	222	111	000	0	0
008.419997	+48.520752	008.419997	+48.520752	00334079+4831147	16.789	0.143	16.117	0.160	15.855	0.205	BCD	222	111	000	0	0
008.405248	+48.519997	008.405248	+48.519997	00333725+4831119	15.195	0.039	14.737	0.044	14.586	0.077	AAA	222	111	000	0	0
008.410431	+48.553555	008.410431	+48.553555	00333850+4833127	16.161	0.088	15.612	0.097	15.377	0.141	AAB	222	111	000	0	0
008.385419	+48.509743	008.385419	+48.509743	00333250+4830350	14.905	0.035	14.393	0.040	14.331	0.056	AAA	222	111	000	0	0
008.402008	+48.558353	008.402008	+48.558353	00333648+4833300	13.358	0.023	13.042	0.023	13.002	0.028	AAA	222	111	000	0	0
008.385253	+48.561687	008.385253	+48.561687	00333246+4833420	14.122	0.029	13.367	0.029	13.298	0.037	AAA	222	111	000	0	0
008.429739	+48.544327	008.429739	+48.544327	00334313+4832395	14.841	0.032	14.488	0.043	14.457	0.064	AAA	222	111	000	0	0
008.377598	+48.558308	008.377598	+48.558308	00333062+4833299	15.963	0.074	15.456	0.086	15.373	0.153	AAB	222	111	000	0	0
008.396069	+48.554485	008.396069	+48.554485	00333505+4833161	15.965	0.082	15.375	0.084	15.311	0.143	AAB	222	111	ccc	0	0
008.427675	+48.522896	008.427675	+48.522896	00334264+4831224	16.383	0.103	16.027	0.150	15.988	0.260	ABD	222	111	000	0	0
008.390532	+48.522869	008.390532	+48.522869	00333372+4831223	15.557	0.054	15.174	0.068	14.992	0.103	AAA	222	111	000	0	0
008.390104	+48.508408	008.390104	+48.508408	00333362+4830302	15.771	0.056	15.431	0.098	15.484	0.164	AAC	222	111	000	0	0
008.445636	+48.562222	008.445636	+48.562222	00334695+4833439	14.075	0.027	13.399	0.029	13.219	0.028	AAA	222	111	000	0	0
008.455130	+48.522655	008.455130	+48.522655	00334923+4831215	13.687	0.023	13.450	0.027	13.374	0.031	AAA	222	111	000	0	0
008.481934	+48.561241	008.481934	+48.561241	00335566+4833404	16.843	0.154	16.328	0.198	15.626		CCU	220	110	000	0	0
008.448025	+48.520679	008.448025	+48.520679	00334752+4831144	16.644	0.138	15.854	0.172	15.519	0.168	BCC	222	111	cc0	0	0
008.444516	+48.502762	008.444516	+48.502762	00334668+4830099	11.603	0.022	11.252	0.019	11.199	0.019	AAA	222	111	000	0	0
008.448234	+48.538071	008.448234	+48.538071	00334757+4832170	15.352	0.047	15.117	0.074	15.271	0.116	AAB	222	111	000	0	0
008.491434	+48.553036	008.491434	+48.553036	00335794+4833109	15.188	0.041	14.838	0.057	14.666	0.078	AAA	222	111	000	0	0
008.492080	+48.523102	008.492080	+48.523102	00335809+4831231	12.338	0.022	12.055	0.023	12.001	0.021	AAA	222	111	000	0	0
008.494616	+48.544037	008.494616	+48.544037	00335870+4832385	16.777	0.140	15.792	0.131	15.490	0.160	BBC	222	111	000	0	0
008.449979	+48.518940	008.449979	+48.518940	00334799+4831081	13.787	0.027	13.443	0.026	13.336	0.030	AAA	222	111	000	0	0
008.445718	+48.521751	008.445718	+48.521751	00334697+4831183	16.084	0.087	15.312	0.095	15.333	0.151	AAB	222	111	000	0	0
008.497395	+48.506702	008.497395	+48.506702	00335937+4830241	16.688	0.132	16.206		15.879		BUU	200	100	000	0	0
008.455142	+48.555508	008.455142	+48.555508	00334923+4833198	15.724	0.066	15.065	0.063	14.949	0.099	AAA	222	111	000	0	0
008.483198	+48.537071	008.483198	+48.537071	00335596+4832134	13.886	0.026	13.439	0.029	13.393	0.031	AAA	222	111	000	0	0
008.439656	+48.508022	008.439656	+48.508022	00334551+4830288	14.471	0.031	14.197	0.031	14.066	0.049	AAA	222	111	000	0	0
008.491519	+48.514187	008.491519	+48.514187	00335796+4830510	16.229	0.096	15.833	0.134	15.305	0.129	ABB	222	111	000	0	0
008.455118	+48.525078	008.455118	+48.525078	00334922+4831302	17.279	0.227	16.117	0.162	15.684	0.191	DCC	222	111	cc0	0	0
008.491123	+48.527489	008.491123	+48.527489	00335786+4831389	16.429	0.112	16.049	0.153	15.917	0.218	BCD	222	111	000	0	0
008.483382	+48.541939	008.483382	+48.541939	00335601+4832309	12.568	0.022	11.989	0.023	11.739	0.019	AAA	222	111	000	0	0
008.479187	+48.521770	008.479187	+48.521770	00335500+4831183	16.287	0.090	15.577	0.102	15.513	0.165	AAC	222	111	000	0	0
008.460613	+48.528122	008.460613	+48.528122	00335054+4831412	12.674	0.023	12.507	0.024	12.390	0.023	AAA	222	111	000	0	0
008.477706	+48.514698	008.477706	+48.514698	00335464+4830529	15.389	0.047	14.569	0.047	14.755	0.083	AAA	222	111	000	0	0
008.477419	+48.540817	008.477419	+48.540817	00335458+4832269	15.744	0.059	15.323	0.087	15.235	0.119	AAB	222	111	000	0	0
008.460910	+48.507202	008.460910	+48.507202	00335061+4830259	14.285	0.028	13.816	0.034	13.815	0.039	AAA	222	111	000	0	0
008.467764	+48.527084	008.467764	+48.527084	00335226+4831375	16.253	0.084	15.535	0.097	15.435	0.146	AAB	222	111	000	0	0
008.529612	+48.510490	008.529612	+48.510490	00340710+4830377	13.378	0.024	13.114	0.024	13.037	0.031	AAA	222	111	000	0	0
008.529453	+48.517715	008.529453	+48.517715	00340706+4831037	14.750	0.036	14.256	0.042	14.087	0.062	AAA	222	111	000	0	0
008.546707	+48.555344	008.546707	+48.555344	00341120+4833192	15.588	0.061	14.957	0.087	14.747	0.111	AAB	222	111	s0s	0	0
008.527769	+48.549232	008.527769	+48.549232	00340666+4832572	16.291	0.108	15.888	0.177	15.475	0.213	ACC	222	111	000	0	0
008.537794	+48.554859	008.537794	+48.554859	00340907+4833174	16.450	0.128	16.157	0.212	15.470	0.195	BDC	222	111	s0s	0	0
008.508814	+48.531147	008.508814	+48.531147	00340211+4831521	12.391	0.021	12.124	0.021	12.035	0.022	AAA	222	111	000	0	0
008.527041	+48.501064	008.527041	+48.501064	00340648+4830038	14.425	0.031	14.038	0.042	14.008	0.058	AAA	222	111	000	0	0
008.525191	+48.550014	008.525191	+48.550014	00340604+4833000	16.022	0.086	15.071	0.087	15.495	0.201	AAD	222	111	000	0	0
008.509356	+48.561218	008.509356	+48.561218	00340224+4833403	15.263	0.044	14.703	0.069	14.722	0.107	AAA	222	111	000	0	0
008.509646	+48.516273	008.509646	+48.516273	00340231+4830585	16.984	0.168	16.374	0.205	16.064	0.263	CCD	222	111	000	0	0
008.536885	+48.511753	008.536885	+48.511753	00340885+4830423	16.245	0.101	15.700	0.141	15.738	0.263	ABD	222	111	000	0	0
008.513461	+48.516563	008.513461	+48.516563	00340323+4830596	14.511	0.032	14.224	0.050	14.108	0.062	AAA	222	111	000	0	0
008.540251	+48.544456	008.540251	+48.544456	00340966+4832400	14.749	0.034	14.315	0.046	14.319	0.072	AAA	222	111	000	0	0
008.541116	+48.509060	008.541116	+48.509060	00340986+4830326	15.162	0.048	14.568	0.059	14.237	0.077	AAA	222	111	000	0	0
008.548379	+48.505428	008.548379	+48.505428	00341161+4830195	14.063	0.025	13.684	0.026	13.718	0.047	AAA	222	111	000	0	0
008.586841	+48.515003	008.586841	+48.515003	00342084+4830540	16.651	0.143	15.775	0.161	15.412	0.193	BCC	222	121	0c0	0	0
008.595437	+48.541576	008.595437	+48.541576	00342290+4832296	15.176	0.047	14.532	0.064	14.360	0.082	AAA	222	111	000	0	0
008.602586	+48.504208	008.602586	+48.504208	00342462+4830151	15.232	0.047	14.770	0.072	14.525	0.089	AAA	222	111	000	0	0
008.619895	+48.522655	008.619895	+48.522655	00342877+4831215	14.990	0.039	14.547	0.060	14.506	0.089	AAA	222	111	000	0	0
008.571985	+48.509098	008.571985	+48.509098	00341727+4830327	16.122	0.090	15.447	0.123	15.324	0.172	ABC	222	111	000	0	0
008.596640	+48.545044	008.596640	+48.545044	00342319+4832421	16.832	0.170	16.314	0.265	15.509	0.218	CDD	222	111	000	0	0
008.607242	+48.554794	008.607242	+48.554794	00342573+4833172	13.711	0.026	13.438	0.031	13.370	0.042	AAA	222	111	s0s	0	0
008.607547	+48.531948	008.607547	+48.531948	00342581+4831550	16.306	0.105	15.780	0.159	15.408	0.203	ACC	222	111	000	0	0
008.584070	+48.522106	008.584070	+48.522106	00342017+4831195	15.267	0.050	14.687	0.063	14.298	0.069	AAA	222	111	000	0	0
008.572124	+48.513363	008.572124	+48.513363	00341730+4830481	13.643	0.025	13.328	0.026	13.191	0.032	AAA	222	111	000	0	0
008.587721	+48.533222	008.587721	+48.533222	00342105+4831595	16.697	0.142	16.122	0.215	15.649		BDU	220	110	000	0	0
008.584147	+48.553967	008.584147	+48.553967	00342019+4833142	16.118	0.092	15.696	0.146	15.153		ABU	220	110	000	0	0
008.614518	+48.509541	008.614518	+48.509541	00342748+4830343	15.812		15.266	0.111	15.107		UBU	626	020	0c0	0	0
008.575910	+48.502911	008.575910	+48.502911	00341821+4830104	16.027	0.083	15.819	0.170	15.397		ACU	220	110	000	0	0
008.581645	+48.502972	008.581645	+48.502972	00341959+4830106	15.672	0.068	15.074	0.090	15.186	0.159	AAC	222	111	000	0	0
008.618143	+48.530605	008.618143	+48.530605	00342835+4831501	11.881	0.021	11.313	0.019	11.199	0.019	AAA	222	111	000	0	0
008.627074	+48.502197	008.627074	+48.502197	00343049+4830079	16.545	0.140	15.864	0.176	15.575	0.217	BCD	222	111	cc0	0	0
008.672793	+48.544987	008.672793	+48.544987	00344147+4832419	16.636	0.150	16.424	0.279	17.070		BDU	220	110	000	0	0
008.628380	+48.507050	008.628380	+48.507050	00343081+4830253	14.972	0.039	14.481	0.051	14.211	0.069	AAA	222	111	000	0	0
008.630623	+48.546471	008.630623	+48.546471	00343134+4832472	13.519	0.025	13.198	0.031	13.173	0.037	AAA	222	111	000	0	0
008.681189	+48.561157	008.681189	+48.561157	00344348+4833401	16.433	0.122	15.967		16.415		BUU	200	100	000	0	0
008.631020	+48.541084	008.631020	+48.541084	00343144+4832279	14.982	0.039	14.691	0.076	14.530	0.093	AAA	222	111	000	0	0
008.642661	+48.538441	008.642661	+48.538441	00343423+4832183	16.423	0.116	16.057	0.199	15.063		BCU	220	110	000	0	0
008.680627	+48.510536	008.680627	+48.510536	00344335+4830379	16.031	0.085	15.386	0.125	15.336	0.190	ABC	222	111	000	0	0
008.675288	+48.551159	008.675288	+48.551159	00344206+4833041	15.163	0.041	14.618	0.055	14.495	0.085	AAA	222	111	000	0	0
008.626434	+48.504253	008.626434	+48.504253	00343034+4830153	14.698	0.038	14.003	0.040	13.823	0.049	AAA	222	111	000	0	0
008.682763	+48.507801	008.682763	+48.507801	00344386+4830280	15.613	0.061	14.981	0.077	14.576	0.091	AAA	222	111	000	0	0
008.631604	+48.556210	008.631604	+48.556210	00343158+4833223	14.317	0.032	14.003	0.042	13.885	0.059	AAA	222	111	00s	0	0
008.632375	+48.505939	008.632375	+48.505939	00343177+4830213	14.371	0.032	13.916	0.045	13.749	0.050	AAA	222	111	000	0	0
008.685876	+48.529186	008.685876	+48.529186	00344461+4831450	15.045	0.039	14.356	0.047	14.261	0.068	AAA	222	111	000	0	0
008.635536	+48.505390	008.635536	+48.505390	00343252+4830194	15.282	0.046	14.830	0.074	14.792	0.113	AAB	222	111	000	0	0
008.628364	+48.556026	008.628364	+48.556026	00343080+4833216	13.573	0.028	13.013	0.030	12.816	0.029	AAA	222	111	s0s	0	0
008.690522	+48.544430	008.690522	+48.544430	00344572+4832399	14.795	0.032	14.323	0.047	14.452	0.081	AAA	222	111	000	0	0
008.688376	+48.501972	008.688376	+48.501972	00344521+4830070	16.699	0.161	16.102	0.225	15.982		CDU	220	110	000	0	0
008.693895	+48.504910	008.693895	+48.504910	00344653+4830176	16.709	0.155	15.726	0.150	15.498	0.210	CCC	222	111	000	0	0
008.693470	+48.555218	008.693470	+48.555218	00344643+4833187	16.086	0.086	15.429	0.121	15.121	0.154	ABB	222	111	000	0	0
008.689113	+48.555679	008.689113	+48.555679	00344538+4833204	15.530	0.060	15.034	0.083	14.586	0.092	AAA	222	111	000	0	0
008.694539	+48.508366	008.694539	+48.508366	00344668+4830301	16.291	0.109	15.668	0.147	15.360	0.185	ABC	222	111	000	0	0
008.693272	+48.501663	008.693272	+48.501663	00344638+4830059	16.216	0.094	15.930	0.181	15.548	0.213	ACD	222	111	000	0	0
007.969786	+48.577881	007.969786	+48.577881	00315274+4834403	15.295	0.046	14.615	0.053	14.342	0.056	AAA	222	111	000	0	0
007.973415	+48.581142	007.973415	+48.581142	00315361+4834521	16.369	0.111	15.695	0.118	15.644	0.187	BBC	222	111	000	0	0
007.987866	+48.572926	007.987866	+48.572926	00315708+4834225	15.951	0.075	15.722	0.117	15.712	0.199	ABC	222	111	000	0	0
007.969881	+48.593163	007.969881	+48.593163	00315277+4835353	16.264	0.105	15.721	0.118	15.559	0.168	ABC	222	111	000	0	0
007.975462	+48.595596	007.975462	+48.595596	00315411+4835441	16.715	0.137	15.870	0.136	15.658	0.177	BBC	222	111	000	0	0
007.991263	+48.592964	007.991263	+48.592964	00315790+4835346	16.496	0.128	16.232	0.179	15.659	0.209	BCC	222	111	000	0	0
007.996239	+48.595657	007.996239	+48.595657	00315909+4835443	15.091	0.039	14.358	0.037	14.236	0.053	AAA	222	111	000	0	0
007.986477	+48.574970	007.986477	+48.574970	00315675+4834298	16.739	0.146	16.677		15.916		BUU	200	100	000	0	0
007.976597	+48.575405	007.976597	+48.575405	00315438+4834314	14.448	0.028	14.131	0.037	13.962	0.043	AAA	222	111	000	0	0
007.984714	+48.589478	007.984714	+48.589478	00315633+4835221	16.277	0.103	15.785	0.133	15.375	0.149	ABB	222	111	000	0	0
007.971566	+48.563168	007.971566	+48.563168	00315317+4833474	15.403	0.048	15.004	0.063	15.009	0.097	AAA	222	111	000	0	0
007.980144	+48.603851	007.980144	+48.603851	00315523+4836138	16.179	0.091	16.141	0.174	15.902	0.242	ACD	222	111	000	0	0
008.027176	+48.595692	008.027176	+48.595692	00320652+4835444	15.122	0.047	14.637	0.047	14.471	0.070	AAA	222	111	000	0	0
008.020772	+48.562878	008.020772	+48.562878	00320498+4833463	15.538	0.056	14.970	0.062	14.640	0.074	AAA	222	111	000	0	0
008.023006	+48.578983	008.023006	+48.578983	00320552+4834443	15.754	0.065	15.340	0.081	15.541	0.168	AAC	222	111	000	0	0
008.013599	+48.589111	008.013599	+48.589111	00320326+4835207	16.607	0.132	15.797	0.131	15.867	0.235	BBD	222	111	000	0	0
008.014711	+48.583744	008.014711	+48.583744	00320353+4835014	16.564	0.124	16.438	0.224	15.851	0.224	BDD	222	111	000	0	0
008.034940	+48.593845	008.034940	+48.593845	00320838+4835378	16.308	0.100	15.971	0.148	15.896	0.217	ABD	222	111	000	0	0
008.012083	+48.591854	008.012083	+48.591854	00320289+4835306	16.260	0.092	16.103	0.167	15.758	0.204	ACC	222	111	000	0	0
008.032856	+48.582901	008.032856	+48.582901	00320788+4834584	16.235	0.088	15.496	0.100	15.341	0.153	AAB	222	111	000	0	0
008.047009	+48.563107	008.047009	+48.563107	00321128+4833471	16.741	0.147	16.400		15.700	0.187	BUC	202	101	000	0	0
008.003567	+48.580811	008.003567	+48.580811	00320085+4834509	14.896	0.037	14.427	0.049	14.257	0.055	AAA	222	111	000	0	0
008.052939	+48.595592	008.052939	+48.595592	00321270+4835441	16.625	0.133	15.826	0.129	15.488	0.163	BBC	222	111	000	0	0
008.049180	+48.590862	008.049180	+48.590862	00321180+4835271	15.313	0.043	14.693	0.054	14.498	0.069	AAA	222	111	000	0	0
008.050461	+48.565605	008.050461	+48.565605	00321211+4833561	13.654	0.022	12.959	0.024	12.717	0.027	AAA	222	111	000	0	0
008.058789	+48.589146	008.058789	+48.589146	00321410+4835209	14.089	0.025	13.684	0.033	13.566	0.032	AAA	222	111	000	0	0
008.054845	+48.577599	008.054845	+48.577599	00321316+4834393	16.178	0.092	15.542	0.100	15.221	0.125	AAB	222	111	000	0	0
008.006934	+48.600136	008.006934	+48.600136	00320166+4836004	14.627	0.031	14.004	0.030	13.809	0.037	AAA	222	111	000	0	0
008.047237	+48.621601	008.047237	+48.621601	00321133+4837177	17.110	0.194	15.901	0.140	16.271		CBU	220	110	000	0	0
008.045950	+48.606873	008.045950	+48.606873	00321102+4836247	16.832	0.159	16.306	0.195	15.791	0.203	CCC	222	111	000	0	0
008.002275	+48.603077	008.002275	+48.603077	00320054+4836110	15.970	0.074	15.586	0.109	15.738	0.199	ABC	222	111	000	0	0
008.051148	+48.617817	008.051148	+48.617817	00321227+4837041	14.878	0.035	14.389	0.043	14.435	0.059	AAA	222	111	000	0	0
008.006805	+48.615276	008.006805	+48.615276	00320163+4836549	13.005	0.023	12.736	0.021	12.701	0.024	AAA	222	111	000	0	0
008.015621	+48.611343	008.015621	+48.611343	00320374+4836408	16.160	0.084	15.300	0.086	15.302	0.137	AAB	222	111	000	0	0
008.047643	+48.611946	008.047643	+48.611946	00321143+4836430	16.873	0.161	16.007	0.151	15.567	0.161	CBC	222	111	000	0	0
008.099506	+48.583347	008.099506	+48.583347	00322388+4835000	16.659		15.974	0.159	15.394		UCU	620	020	0c0	0	0
008.105896	+48.570278	008.105896	+48.570278	00322541+4834130	13.056	0.022	12.438	0.024	12.324	0.022	AAA	222	111	000	0	0
008.113969	+48.579018	008.113969	+48.579018	00322735+4834444	13.592	0.022	13.237	0.029	13.175	0.030	AAA	222	111	000	0	0
008.105131	+48.599712	008.105131	+48.599712	00322523+4835589	16.520	0.119	15.808	0.132	15.413	0.152	BBB	222	111	000	0	0
008.069768	+48.573097	008.069768	+48.573097	00321674+4834231	16.448	0.114	16.074	0.172	15.574	0.176	BCC	222	111	000	0	0
008.098231	+48.588913	008.098231	+48.588913	00322357+4835200	15.253	0.038	14.898	0.062	14.837	0.092	AAA	222	111	000	0	0
008.092083	+48.586613	008.092083	+48.586613	00322209+4835118	15.500	0.052	14.903	0.064	14.732	0.079	AAA	222	111	000	0	0
